predicted,ground_truth
"SubString{String}[""budget optimization problem"", ""uniform bidding strategy"", ""uniform bidding strategies"", ""u ="", ""bidding optimization problem"", ""r ="", ""uniform bid"", ""keyword bid"", ""budget optimization"", ""≤ u ≤"", ""bid optimization"", ""uniform strategy"", ""keyword bids"", ""bidding strategy"", ""uniform bidding"", ""="", ""advertiser bids"", ""keyword bidding"", ""uniform strategies"", ""keyword set"", ""bids u"", ""optimization problem"", ""u clicks"", ""cost clicks"", ""clicks cost"", ""most search"", ""r clicks"", ""u ≤"", ""budget"", ""cost r"", ""r ≤"", ""most r"", ""r ∈"", ""bid"", ""query"", ""strategy"", ""uniform"", ""bids"", ""search"", ""clicks"", ""keyword"", ""problem"", ""bidding"", ""advertiser"", ""set"", ""optimization"", ""strategies"", ""u"", ""keywords"", ""cost"", ""−"", ""lemma"", ""≤"", ""most"", ""∈"", ""+"", ""r""]","[""game theory"", ""bid"", ""advertiser"", ""generalized second price"", ""budget optimization"", ""keyword"", ""optimization"", ""vickrey clark grove"", ""search-based advertising auction"", ""sponsor search"", ""uniform bidding strategy"", ""intriguing heuristic"", ""internet"", ""lp"", ""auction""]"
"SubString{String}[""a position auction position"", ""a position auction player"", ""position player i"", ""such a position auction"", ""a position auction such"", ""a position auction"", ""position j ∈"", ""i ="", ""player i such"", ""player i ∈"", ""j ="", ""= a"", ""b ="", ""= b"", ""position auction"", ""position auctions"", ""position j"", ""a position"", ""such a mediator"", ""player i"", ""="", ""a player"", ""game player"", ""position"", ""such mediator"", ""a mediator"", ""mediator bids"", ""a b a"", ""player"", ""i a"", ""i bids"", ""i ∈"", ""players bids"", ""such mediators"", ""j ∈"", ""mediator"", ""such a"", ""bids such"", ""a game"", ""a b"", ""bids b"", ""b ∈"", ""i"", ""players"", ""auction"", ""let"", ""auctions"", ""j"", ""mediators"", ""such"", ""a"", ""bids"", ""∈"", ""game"", ""order"", ""b""]","[""vcg outcome function"", ""electronic commerce"", ""equilibrium"", ""richer class of position auction"", ""next-price position auction"", ""multi-agent system"", ""position auction"", ""t-strategy"", ""self-price position auction"", ""ex post equilibrium"", ""auction"", ""mediator"", ""agent""]"
"SubString{String}[""relevance feedback image retrieval"", ""image retrieval problem"", ""relevance feedback image"", ""image retrieval"", ""active learning algorithm"", ""· · ·"", ""="", ""active learning"", ""image"", ""experimental design"", ""x +"", ""learning algorithm"", ""x −"", ""data matrix"", ""relevance feedback"", ""user feedback"", ""images"", ""active"", ""design"", ""retrieval"", ""x"", ""learning"", ""+"", ""algorithm"", ""experimental"", ""data"", ""relevance"", ""−"", ""matrix"", ""problem"", ""user"", ""feedback""]","[""least square regression model"", ""optimal experimental design"", ""active learn"", ""image representation"", ""labelling"", ""intrinsic geometrical structure"", ""relevance feedback"", ""precision rate"", ""active learning"", ""patten recognition"", ""contentbased image retrieval"", ""top returned image"", ""image retrieval""]"
"SubString{String}[""simple swarm worm"", ""swarm worm"", ""such swarm"", ""swarm worms"", ""swarm new"", ""simple worm"", ""new random address •"", ""worm"", ""swarm"", ""such worms"", ""new host"", ""target host"", ""host target"", ""new worms"", ""other worms"", ""passwords •"", ""simple local"", ""address •"", ""address list"", ""host"", ""simple password"", ""such"", ""password list"", ""passwords"", ""local"", ""worms"", ""new"", ""other"", ""•"", ""address"", ""target"", ""simple"", ""random"", ""infection"", ""password"", ""time"", ""list""]","[""pre-generated target list"", ""slammer worm"", ""prng method"", ""swarm intelligence"", ""local communication mechanism"", ""internet worm"", ""emergent intelligence"", ""countermeasure system"", ""swarm worm"", ""malware"", ""distributed intelligence"", ""intrusion detection"", ""emergent behavior"", ""zachik""]"
"SubString{String}[""agent new hypothesis"", ""agent ri update"", ""agents examples"", ""agent learning"", ""other agent"", ""other agents"", ""agents hypothesis"", ""agent update"", ""learning examples"", ""agent ri"", ""agents ri"", ""new agents"", ""agent concept"", ""learning hypothesis"", ""learning mechanism"", ""learning set"", ""agent"", ""concept learning"", ""agents"", ""new information"", ""information set"", ""h ="", ""information k"", ""new example"", ""update mechanism"", ""new hypothesis"", ""terms h"", ""k ="", ""mas"", ""examples"", ""learning"", ""information"", ""other"", ""number"", ""example"", ""="", ""hypothesis"", ""mechanism"", ""h"", ""update"", ""ri"", ""new"", ""set"", ""terms"", ""concept"", ""k""]","[""mas-consistency"", ""knowledge"", ""synchronization"", ""collaborative concept learning"", ""update mechanism"", ""multi-agent learning"", ""learning process"", ""multi-agent learn"", ""agent"", ""incremental learning""]"
"SubString{String}[""optimal mechanisms allocation"", ""a social-choice function"", ""a social-value function"", ""optimal function"", ""optimal mechanism"", ""optimal social"", ""optimal mechanisms"", ""a function"", ""optimal social-choice"", ""optimal auctions"", ""optimal strategies"", ""players action"", ""a mechanism"", ""player i such"", ""optimal allocation"", ""a social"", ""social-choice function"", ""i ="", ""social-value function"", ""players type"", ""a player"", ""a social-choice"", ""action i"", ""other players"", ""a social-value"", ""strategies a"", ""a general"", ""player i"", ""optimal"", ""such a"", ""example, a"", ""mechanisms allocation"", ""other player"", ""function"", ""="", ""players\"" strategies"", ""such strategies"", ""mechanism"", ""players"", ""social"", ""action"", ""a"", ""mechanisms"", ""player"", ""type"", ""social-choice"", ""players\"""", ""auctions"", ""i"", ""social-value"", ""actions"", ""strategies"", ""general"", ""−"", ""such"", ""allocation"", ""example,"", ""other""]","[""communication complexity"", ""multilinear function"", ""single-cross condition"", ""single-crossing condition"", ""success probability"", ""bounded action space"", ""implementation"", ""optimal mechanism"", ""probability of success"", ""mechansm design"", ""decision function"", ""action-bounded mechanism"", ""dominant strategy"", ""social-choice function""]"
"SubString{String}[""traders t = t"", ""trader t ="", ""trader t ∈"", ""t = t"", ""traders t ="", ""traders t ∈"", ""trader t"", ""traders t"", ""sellers i ∈"", ""trader profit"", ""profit seller i"", ""trade t"", ""sellers trade"", ""agents t"", ""t ="", ""agents i ∈"", ""prices buyers"", ""buyers i"", ""profit traders"", ""t ∈"", ""different traders"", ""equilibrium prices"", ""different sellers"", ""trader"", ""different buyers"", ""seller i"", ""buyer i"", ""equilibrium bid"", ""different seller"", ""profit buyer"", ""different buyer"", ""agents i"", ""i ="", ""profit i"", ""agents value"", ""different prices"", ""t"", ""i ∈"", ""bid price"", ""value different"", ""different agents"", ""value pi"", ""pi ="", ""= pi"", ""traders"", ""profit pi"", ""different bid"", ""sellers"", ""buyers"", ""different market"", ""equilibrium"", ""seller"", ""buyer"", ""trade"", ""prices"", ""i"", ""value"", ""price"", ""agents"", ""="", ""profit"", ""dual"", ""bid"", ""different"", ""pi"", ""∈"", ""market""]","[""bid price"", ""benefit"", ""complementary slackness"", ""maximum and minimum amount"", ""strategic behavior of trader"", ""algorithmic game theory"", ""trade network"", ""trader strategic behavior"", ""perfect competition"", ""money initial endowment"", ""initial endowment of money"", ""market"", ""interaction of buyer and seller"", ""buyer and seller interaction"", ""monopoly"", ""economics and finance"", ""trading network""]"
"SubString{String}[""u v v w"", ""= v such"", ""= ="", ""v u v"", ""= w such"", ""v ="", ""= v"", ""w ="", ""u ="", ""= [0,"", ""w v"", ""v w"", ""v ∈"", ""w ∈ [0,"", ""="", ""u ∈ [0,"", ""w ∈"", ""breakpoint policy such"", ""≤ w ≤"", ""best response policy"", ""v"", ""u ∈"", ""∈ [0,"", ""w ≤"", ""such u"", ""breakpoint policy"", ""best response"", ""u ≤"", ""vertex set"", ""w"", ""∈"", ""algorithm"", ""such"", ""u"", ""breakpoint"", ""best"", ""policy"", ""+"", ""vertex"", ""response"", ""graphical"", ""[0,"", ""theorem"", ""set"", ""path"", ""number"", ""problem"", ""payoff"", ""most"", ""≤"", ""graph"", ""equilibrium""]","[""degree"", ""breakpoint policy"", ""bounded-degree tree"", ""graphical game"", ""nash equilibrium"", ""ppad-completeness"", ""response policy"", ""downstream pass"", ""large-scale distributed network"", ""dynamic programming-based algorithm"", ""generic algorithm""]"
"SubString{String}[""s ="", ""="", ""other payment bounds"", ""vertex set"", ""payment bound"", ""feasible set"", ""payment bounds"", ""set bid"", ""set cover"", ""s ∈"", ""vertex cover"", ""cost vector"", ""payment"", ""frugality ratio"", ""bid vector"", ""set"", ""truthful mechanism"", ""vertex"", ""cost"", ""s"", ""≥"", ""feasible"", ""∈"", ""frugality"", ""bound"", ""≤"", ""bid"", ""\\"", ""vector"", ""ratio"", ""path"", ""cover"", ""theorem"", ""mechanism"", ""truthful"", ""bounds"", ""other""]","[""vertex cover"", ""consecutive payment bound"", ""co-operation"", ""vertex-cover auction"", ""monotone allocation rule"", ""frugality ratio"", ""polynomial-time"", ""bootstrapping technique"", ""transferable utility"", ""frugality"", ""nonmonotonicity"", ""auction""]"
"SubString{String}[""packet loss"", ""burst loss probability"", ""network loss"", ""loss probability"", ""end-to-end loss"", ""loss burst"", ""burst loss"", ""loss concealment"", ""loss"", ""speech packets"", ""+l packets"", ""schemes packets"", ""speech quality"", ""+l packet"", ""="", ""network model"", ""state model"", ""other speech"", ""packets"", ""end-to-end model"", ""speech signal"", ""perceptual quality"", ""perceptual model"", ""voice quality"", ""state probability"", ""+l probability"", ""packet"", ""burst probability"", ""other concealment"", ""+l burst"", ""flow flow"", ""speech"", ""quality"", ""model"", ""figure"", ""network"", ""state"", ""probability"", ""end-to-end"", ""results"", ""other"", ""due"", ""+l"", ""number"", ""perceptual"", ""flow"", ""signal"", ""burst"", ""concealment"", ""schemes"", ""queue"", ""voice"", ""scheme""]","[""queue management algorithm"", ""loss concealment"", ""end-to-end model"", ""sensitivity of voip traffic"", ""voice over ip"", ""intra-flow loss control"", ""packet-level metric"", ""loss metric"", ""voip traffic sensitivity"", ""loss sensitivity"", ""queue management"", ""objective speech quality measurement"", ""quality of service"", ""voip traffic"", ""sample-based codec"", ""loss recovery and control"", ""frame-based codec"", ""general markov model"", ""end-to-end loss recovery"", ""network support for real-time multimedia"", ""service quality"", ""differentiate service""]"
"SubString{String}[""optimal pure strategy"", ""optimal mixed strategy"", ""pure strategy such"", ""pure follower strategy"", ""optimal strategy"", ""optimal mixed strategies"", ""pure strategy"", ""mixed strategy"", ""optimal strategies"", ""leader such"", ""players strategies"", ""strategy"", ""such games"", ""follower strategies"", ""pure strategies"", ""normal-form game"", ""follower follower"", ""equilibrium strategies"", ""mixed strategies"", ""equilibrium such"", ""players normal-form"", ""player"", ""normal-form games"", ""leader"", ""optimal"", ""game"", ""strategies"", ""such"", ""players"", ""games"", ""utility"", ""follower"", ""pure"", ""commitment"", ""∈"", ""equilibrium"", ""mixed"", ""probability"", ""linear"", ""normal-form"", ""=""]","[""bayesian game"", ""game theory"", ""stackelberg"", ""stackelberg model"", ""leadership model"", ""pure strategy"", ""normal-form game"", ""nash equilibrium"", ""leadership"", ""simultaneous manner"", ""mixed strategy"", ""multiagent system"", ""commitment"", ""np-hardness"", ""optimal strategy""]"
"SubString{String}[""sensor nodes polynomial"", ""a pairwise key"", ""sensor nodes"", ""a path key"", ""a key path"", ""pairwise key"", ""sensor node"", ""nodes node"", ""a key"", ""path key"", ""key path"", ""sensor network"", ""a node"", ""key"", ""sensor"", ""nodes"", ""a path"", ""node"", ""pairwise"", ""hypercube model"", ""n n"", ""a"", ""algorithm"", ""≤"", ""path"", ""model"", ""scheme"", ""network"", ""security"", ""hypercube"", ""n"", ""polynomial""]","[""key pool"", ""node code"", ""pairwise key establishment algorithm"", ""pairwise key"", ""cluster-based distribution model"", ""sensor network"", ""security"", ""polynomial key"", ""hierarchical hypercube model"", ""key predistribution"", ""high fault-tolerance"", ""encryption""]"
"SubString{String}[""agent resource allocation"", ""different distributed resource allocation"", ""a resource allocation"", ""distributed resource allocation"", ""resource load information"", ""resource allocation"", ""a resource load"", ""server resource"", ""resource load"", ""a resource"", ""resource history"", ""distributed resource"", ""agents allocation"", ""server resources"", ""resource"", ""a task allocation"", ""system resources"", ""resources load"", ""a allocation"", ""agent load"", ""load server"", ""a agent"", ""a server"", ""different agent"", ""agent predictors"", ""resources"", ""history information"", ""system load"", ""allocation"", ""different information"", ""a system"", ""agents"", ""a history"", ""a predictor"", ""a task"", ""a number"", ""agent"", ""a distributed"", ""server"", ""different predictors"", ""time t."", ""information"", ""system"", ""load"", ""a"", ""="", ""history"", ""predictor"", ""different"", ""task"", ""number"", ""time"", ""predictors"", ""distributed""]","[""dynamically allocated task"", ""predictor"", ""server network"", ""server utilisation"", ""multi-agent system"", ""competition"", ""network of server"", ""distribute control"", ""self-organisation"", ""distributed algorithm"", ""agent"", ""adaptive process"", ""resource allocation""]"
"SubString{String}[""adaptation metrics"", ""metrics collection"", ""mobile application adaptation"", ""metrics criterion"", ""such metrics"", ""metrics such"", ""metrics"", ""application adaptation"", ""such adaptation"", ""mobile object"", ""method execution time"", ""mobile application"", ""metric collection"", ""adaptation"", ""method execution"", ""application execution"", ""mobile"", ""execution time"", ""object"", ""collection"", ""metric"", ""method"", ""case"", ""criterion"", ""application"", ""host"", ""execution"", ""time"", ""system"", ""number"", ""such""]","[""metric collection"", ""mobile object framework"", ""performance and scalability"", ""data"", ""object-oriented application"", ""measurement"", ""propagation and delivery"", ""mobile object"", ""mobjex"", ""metricscontainer"", ""adaptation"", ""proxy"", ""java"", ""framework""]"
"SubString{String}[""resource allocation system"", ""users bids"", ""user bids"", ""resource allocation"", ""users"", ""auction"", ""user"", ""system"", ""bids"", ""resource"", ""resources"", ""allocation""]","[""mirage system"", ""strategy behavior"", ""batch schedule"", ""combinatorial auction"", ""market-based system"", ""distributed applications"", ""ration"", ""usable overhead"", ""auction-based scheme"", ""distribution system"", ""node-hour price"", ""sensornet testbed"", ""resource allocation"", ""resource allocation system""]"
